Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption,Hour,Day,Month,Weekday,Is_Weekend,Year,Is_Summer,Is_Day,Apartment_Type_Encode,Income_Level_Encoded,Amenities_Encoded
21/11/2008 08,3,Cottage,19.58,56.79,1.34,1.34,Middle,0,Garden,0.0,134.06,8,21,11,4,0,2008,0,1,4,1.0,1.0
21/11/2008 16,3,2BHK,33.24,39.88,2.11,0.95,Upper Middle,0,Swimming Pool,0.0,170.14,16,21,11,4,0,2008,0,1,1,2.0,4.0
22/11/2008 00,3,1BHK,24.21,56.28,2.51,0.85,Rich,0,Jacuzzi,1.0,177.57,0,22,11,5,1,2008,0,0,0,3.0,3.0
22/11/2008 08,4,2BHK,31.14,46.24,1.37,1.38,Middle,1,Jacuzzi,0.0,299.78,8,22,11,5,1,2008,0,1,1,1.0,3.0
22/11/2008 16,2,1BHK,26.72,64.57,1.23,0.88,Middle,0,Garden,0.0,72.27,16,22,11,5,1,2008,0,1,0,1.0,1.0
23/11/2008 00,3,1BHK,18.09,40.46,1.74,1.21,Middle,0,Unknown,0.0,111.62,0,23,11,6,1,2008,0,0,0,1.0,0.0
23/11/2008 08,2,1BHK,29.26,36.23,1.52,1.15,Middle,1,Garden,0.0,137.72,8,23,11,6,1,2008,0,1,0,1.0,1.0
23/11/2008 16,4,Bungalow,22.28,67.2,2.48,1.13,Upper Middle,0,Unknown,0.0,136.98,16,23,11,6,1,2008,0,1,3,2.0,0.0
24/11/2008 00,3,1BHK,15.74,43.85,1.4,1.05,Low,0,Unknown,0.0,94.55,0,24,11,0,0,2008,0,0,0,0.0,0.0
24/11/2008 08,2,Studio,11.97,55.73,1.13,1.26,Low,0,Unknown,0.0,75.7,8,24,11,0,0,2008,0,1,6,0.0,0.0
24/11/2008 16,5,3BHK,12.84,59.29,1.71,0.95,Upper Middle,0,Garden,0.0,155.23,16,24,11,0,0,2008,0,1,2,2.0,1.0
25/11/2008 00,5,2BHK,13.74,56.34,1.37,1.19,Middle,0,Garden,0.0,169.22,0,25,11,1,0,2008,0,0,1,1.0,1.0
25/11/2008 08,5,2BHK,33.2,33.5,2.91,1.22,Upper Middle,1,Garden,1.0,330.45,8,25,11,1,0,2008,0,1,1,2.0,1.0
25/11/2008 16,3,2BHK,30.17,27.0,1.04,1.3,Middle,0,Unknown,0.0,181.86,16,25,11,1,0,2008,0,1,1,1.0,0.0
26/11/2008 00,3,Cottage,13.3,51.88,1.5,0.93,Middle,0,Unknown,0.0,86.0,0,26,11,2,0,2008,0,0,4,1.0,0.0
26/11/2008 08,3,2BHK,11.86,58.72,2.38,1.33,Upper Middle,0,Unknown,0.0,133.42,8,26,11,2,0,2008,0,1,1,2.0,0.0
26/11/2008 16,5,2BHK,20.04,62.67,1.66,1.43,Middle,1,Swimming Pool,0.0,282.5,16,26,11,2,0,2008,0,1,1,1.0,4.0
27/11/2008 00,4,3BHK,11.98,53.92,2.29,1.45,Upper Middle,1,Swimming Pool,0.0,305.22,0,27,11,3,0,2008,0,0,2,2.0,4.0
27/11/2008 08,3,Cottage,14.83,66.87,1.7601349325337332,0.82,Middle,0,Unknown,0.0,67.91,8,27,11,3,0,2008,0,1,4,1.0,0.0
27/11/2008 16,4,2BHK,20.08,70.16,1.91,1.19,Upper Middle,0,Fountain,0.0,171.66,16,27,11,3,0,2008,0,1,1,2.0,2.0
28/11/2008 00,5,3BHK,26.55,39.79,2.82,1.17,Upper Middle,0,Garden,1.0,265.29,0,28,11,4,0,2008,0,0,2,2.0,1.0
28/11/2008 08,5,2BHK,28.43,38.61,2.35,1.17,Upper Middle,1,Swimming Pool,0.0,329.77,8,28,11,4,0,2008,0,1,1,2.0,4.0
28/11/2008 16,4,Detached,21.51,60.87,2.73,0.81,Rich,0,Swimming Pool,1.0,195.7,16,28,11,4,0,2008,0,1,5,3.0,4.0
29/11/2008 00,4,Bungalow,12.49,49.91,2.25,0.87,Upper Middle,1,Unknown,0.0,132.84,0,29,11,5,1,2008,0,0,3,2.0,0.0
29/11/2008 08,3,2BHK,14.26,69.34,1.61,0.92,Middle,0,Unknown,0.0,90.78,8,29,11,5,1,2008,0,1,1,1.0,0.0
29/11/2008 16,3,Cottage,22.02,46.59,1.67,1.04,Middle,0,Unknown,0.0,106.1,16,29,11,5,1,2008,0,1,4,1.0,0.0
30/11/2008 00,2,1BHK,27.7,51.91,1.51,1.05,Middle,0,Garden,0.0,93.45,0,30,11,6,1,2008,0,0,0,1.0,1.0
30/11/2008 08,4,Bungalow,14.83,47.54,2.82,1.25,Rich,0,Garden,1.0,228.61,8,30,11,6,1,2008,0,1,3,3.0,1.0
30/11/2008 16,4,Bungalow,14.5,60.03,2.12,0.87,Upper Middle,0,Swimming Pool,1.0,158.06,16,30,11,6,1,2008,0,1,3,2.0,4.0
01/12/2008 00,5,2BHK,22.37,55.39,2.58,1.05,Upper Middle,0,Unknown,0.0,159.12,0,1,12,0,0,2008,0,0,1,2.0,0.0
01/12/2008 08,4,3BHK,33.09,47.35,1.65,1.22,Upper Middle,1,Unknown,0.0,253.08,8,1,12,0,0,2008,0,1,2,2.0,0.0
01/12/2008 16,5,Detached,19.53,60.04,2.94,1.48,Rich,0,Fountain,0.0,322.4,16,1,12,0,0,2008,0,1,5,3.0,2.0
02/12/2008 00,2,Studio,30.35,52.5,1.36,1.27,Low,1,Unknown,0.0,107.68,0,2,12,1,0,2008,0,0,6,0.0,0.0
02/12/2008 08,3,Cottage,21.47,74.92,1.72,1.39,Middle,0,Unknown,0.0,114.75,8,2,12,1,0,2008,0,1,4,1.0,0.0
02/12/2008 16,3,3BHK,34.29,66.59,2.25,0.92,Upper Middle,2,Unknown,1.0,158.23,16,2,12,1,0,2008,0,1,2,2.0,0.0
03/12/2008 00,3,2BHK,26.22,57.67,1.63,1.14,Upper Middle,0,Garden,0.0,141.81,0,3,12,2,0,2008,0,0,1,2.0,1.0
03/12/2008 08,2,1BHK,29.45,43.17,1.61,1.15,Middle,0,Fountain,0.0,153.61,8,3,12,2,0,2008,0,1,0,1.0,2.0
03/12/2008 16,5,3BHK,22.34,35.48,2.37,1.24,Upper Middle,1,Fountain,1.0,463.13,16,3,12,2,0,2008,0,1,2,2.0,2.0
04/12/2008 00,3,1BHK,20.36,59.05,1.23,1.13,Middle,0,Unknown,1.0,122.37,0,4,12,3,0,2008,0,0,0,1.0,0.0
04/12/2008 16,5,Bungalow,14.82,65.41,2.59,1.43,Rich,0,Jacuzzi,0.0,280.0,16,4,12,3,0,2008,0,1,3,3.0,3.0
05/12/2008 00,2,Studio,22.96,58.52,1.37,0.83,Low,0,Unknown,0.0,52.78,0,5,12,4,0,2008,0,0,6,0.0,0.0
05/12/2008 08,5,2BHK,21.62,60.14,2.56,1.25,Upper Middle,0,Fountain,0.0,218.6,8,5,12,4,0,2008,0,1,1,2.0,2.0
05/12/2008 16,4,2BHK,12.36,55.61,1.54,1.4,Upper Middle,0,Jacuzzi,0.0,223.08,16,5,12,4,0,2008,0,1,1,2.0,3.0
06/12/2008 00,4,3BHK,22.3,53.81,2.11,1.06,Upper Middle,0,Fountain,0.0,189.07,0,6,12,5,1,2008,0,0,2,2.0,2.0
06/12/2008 08,3,1BHK,22.07,42.33,1.3,1.01,Low,0,Garden,0.0,101.9,8,6,12,5,1,2008,0,1,0,0.0,1.0
06/12/2008 16,5,2BHK,25.63,60.5,1.59,1.44,Upper Middle,2,Jacuzzi,0.0,342.78,16,6,12,5,1,2008,0,1,1,2.0,3.0
07/12/2008 00,3,Bungalow,28.87,58.01,1.97,1.38,Upper Middle,1,Garden,0.0,206.34,0,7,12,6,1,2008,0,0,3,2.0,1.0
07/12/2008 08,5,Detached,16.23,44.68,2.99,1.37,Rich,0,Unknown,0.0,267.46,8,7,12,6,1,2008,0,1,5,3.0,0.0
07/12/2008 16,3,Cottage,12.63,57.66,1.2,1.36,Middle,0,Unknown,1.0,139.66,16,7,12,6,1,2008,0,1,4,1.0,0.0
08/12/2008 00,4,2BHK,26.68,56.89,1.2,0.95,Middle,0,Unknown,0.0,124.84,0,8,12,0,0,2008,0,0,1,1.0,0.0
08/12/2008 08,2,1BHK,28.0,37.65,1.73,1.08,Middle,0,Garden,0.0,104.45,8,8,12,0,0,2008,0,1,0,1.0,1.0
08/12/2008 16,2,Cottage,18.63,60.67,1.62,1.17,Middle,0,Jacuzzi,0.0,108.31,16,8,12,0,0,2008,0,1,4,1.0,3.0
09/12/2008 00,2,Cottage,19.45,48.31,1.46,1.29,Middle,0,Garden,0.0,110.34,0,9,12,1,0,2008,0,0,4,1.0,1.0
09/12/2008 08,5,2BHK,27.85,53.64,1.19,1.09,Middle,0,Unknown,0.0,170.16,8,9,12,1,0,2008,0,1,1,1.0,0.0
09/12/2008 16,3,1BHK,17.6,39.21,1.31,0.95,Low,1,Unknown,1.0,124.17,16,9,12,1,0,2008,0,1,0,0.0,0.0
10/12/2008 00,3,1BHK,30.78,44.83,1.68,1.35,Low,0,Garden,0.0,140.73,0,10,12,2,0,2008,0,0,0,0.0,1.0
10/12/2008 08,3,Cottage,29.26,57.09,1.49,1.21,Middle,0,Unknown,1.0,141.33,8,10,12,2,0,2008,0,1,4,1.0,0.0
10/12/2008 16,3,Detached,26.07,47.87,2.83,1.39,Rich,1,Swimming Pool,0.0,333.62,16,10,12,2,0,2008,0,1,5,3.0,4.0
11/12/2008 00,2,Cottage,32.27,51.1,1.1,0.83,Middle,0,Unknown,0.0,86.49,0,11,12,3,0,2008,0,0,4,1.0,0.0
11/12/2008 08,3,1BHK,23.12,37.99,1.2,1.4,Low,0,Unknown,0.0,139.88,8,11,12,3,0,2008,0,1,0,0.0,0.0
11/12/2008 16,1,Studio,14.58,48.68,1.41,0.94,Low,1,Unknown,0.0,55.76,16,11,12,3,0,2008,0,1,6,0.0,0.0
12/12/2008 00,2,Cottage,25.06,59.56,1.1,1.2,Middle,0,Unknown,0.0,96.38,0,12,12,4,0,2008,0,0,4,1.0,0.0
12/12/2008 08,5,Bungalow,33.08,54.37,2.33,1.01,Upper Middle,0,Garden,0.0,178.81,8,12,12,4,0,2008,0,1,3,2.0,1.0
12/12/2008 16,3,3BHK,32.22,39.57,1.95,0.97,Upper Middle,0,Unknown,0.0,146.48,16,12,12,4,0,2008,0,1,2,2.0,0.0
13/12/2008 00,3,2BHK,25.93,76.94,2.61,1.47,Upper Middle,0,Fountain,0.0,171.79,0,13,12,5,1,2008,0,0,1,2.0,2.0
13/12/2008 08,3,3BHK,16.65,62.02,2.32,0.9,Upper Middle,0,Fountain,1.0,138.87,8,13,12,5,1,2008,0,1,2,2.0,2.0
13/12/2008 16,5,2BHK,22.41,61.65,2.41,0.85,Upper Middle,0,Unknown,0.0,125.18,16,13,12,5,1,2008,0,1,1,2.0,0.0
14/12/2008 00,3,Cottage,26.65,43.06,1.59,0.96,Middle,0,Fountain,1.0,144.35,0,14,12,6,1,2008,0,0,4,1.0,2.0
14/12/2008 08,5,2BHK,30.22,47.22,1.06,1.26,Middle,1,Garden,0.0,265.31,8,14,12,6,1,2008,0,1,1,1.0,1.0
14/12/2008 16,1,Studio,28.11,72.34,1.14,1.49,Low,0,Garden,0.0,73.79,16,14,12,6,1,2008,0,1,6,0.0,1.0
15/12/2008 00,2,Cottage,21.82,76.18,1.32,0.87,Middle,1,Jacuzzi,0.0,89.74,0,15,12,0,0,2008,0,0,4,1.0,3.0
15/12/2008 08,4,Bungalow,12.5,52.0,2.66,2.15,Upper Middle,1,Jacuzzi,1.0,310.26,8,15,12,0,0,2008,0,1,3,2.0,3.0
15/12/2008 16,4,Bungalow,10.33,47.04,2.84,0.98,Upper Middle,0,Swimming Pool,0.0,157.26,16,15,12,0,0,2008,0,1,3,2.0,4.0
16/12/2008 00,4,Bungalow,28.9,35.56,2.4,1.08,Upper Middle,1,Unknown,0.0,207.25,0,16,12,1,0,2008,0,0,3,2.0,0.0
16/12/2008 08,5,2BHK,12.83,45.06,1.38,1.48,Middle,1,Garden,0.0,271.19,8,16,12,1,0,2008,0,1,1,1.0,1.0
17/12/2008 00,2,Cottage,27.24,49.88,1.18,1.44,Middle,0,Unknown,0.0,125.97,0,17,12,2,0,2008,0,0,4,1.0,0.0
17/12/2008 08,5,Bungalow,32.59,57.13,2.49,1.42,Upper Middle,0,Garden,0.0,242.87,8,17,12,2,0,2008,0,1,3,2.0,1.0
17/12/2008 16,3,1BHK,32.75,50.24,1.12,1.03,Middle,0,Unknown,0.0,114.71,16,17,12,2,0,2008,0,1,0,1.0,0.0
18/12/2008 00,1,Studio,16.1,43.04,1.09,1.36,Low,0,Unknown,0.0,71.61,0,18,12,3,0,2008,0,0,6,0.0,0.0
18/12/2008 08,5,2BHK,20.05,44.81,1.05,0.92,Middle,0,Unknown,0.0,144.87,8,18,12,3,0,2008,0,1,1,1.0,0.0
18/12/2008 16,3,1BHK,13.33,34.72,1.25,0.91,Middle,0,Garden,0.0,100.05,16,18,12,3,0,2008,0,1,0,1.0,1.0
19/12/2008 00,4,3BHK,13.73,60.63,1.9,1.49,Upper Middle,0,Unknown,0.0,197.96,0,19,12,4,0,2008,0,0,2,2.0,0.0
19/12/2008 08,1,Studio,25.92,62.85,1.18,1.17,Low,0,Unknown,0.0,58.09,8,19,12,4,0,2008,0,1,6,0.0,0.0
19/12/2008 16,2,Cottage,10.96,63.3,1.15,0.82,Middle,1,Garden,0.0,71.79,16,19,12,4,0,2008,0,1,4,1.0,1.0
20/12/2008 00,3,Cottage,19.29,69.29,1.28,1.44,Middle,1,Garden,0.0,157.57,0,20,12,5,1,2008,0,0,4,1.0,1.0
20/12/2008 08,3,Cottage,11.18,53.76,1.51,1.48,Middle,0,Unknown,0.0,131.86,8,20,12,5,1,2008,0,1,4,1.0,0.0
20/12/2008 16,3,Cottage,28.76,65.36,1.18,1.09,Middle,1,Unknown,0.0,126.77,16,20,12,5,1,2008,0,1,4,1.0,0.0
21/12/2008 00,5,2BHK,34.2,44.63,1.4,1.04,Middle,0,Unknown,1.0,206.15,0,21,12,6,1,2008,0,0,1,1.0,0.0
21/12/2008 08,2,1BHK,29.19,32.52,1.05,1.16,Middle,0,Garden,0.0,121.36,8,21,12,6,1,2008,0,1,0,1.0,1.0
21/12/2008 16,1,Studio,25.94,45.64,1.7601349325337332,0.81,Low,0,Unknown,0.0,43.88,16,21,12,6,1,2008,0,1,6,0.0,0.0
22/12/2008 00,3,2BHK,22.93,50.08,1.32,1.25,Middle,0,Garden,0.0,136.88,0,22,12,0,0,2008,0,0,1,1.0,1.0
22/12/2008 08,4,Bungalow,11.98,53.99,1.54,1.43,Rich,1,Swimming Pool,0.0,338.74,8,22,12,0,0,2008,0,1,3,3.0,4.0
22/12/2008 16,2,1BHK,23.88,55.19,1.31,1.17,Low,0,Garden,1.0,103.59,16,22,12,0,0,2008,0,1,0,0.0,1.0
23/12/2008 00,5,2BHK,16.99,63.8,1.04,1.2,Middle,1,Unknown,0.0,160.71,0,23,12,1,0,2008,0,0,1,1.0,0.0
23/12/2008 08,2,1BHK,17.19,76.57,1.68,1.36,Low,1,Unknown,0.0,94.48,8,23,12,1,0,2008,0,1,0,0.0,0.0
23/12/2008 16,4,3BHK,33.54,43.98,2.42,1.08,Rich,0,Garden,0.0,227.58,16,23,12,1,0,2008,0,1,2,3.0,1.0
24/12/2008 00,3,Bungalow,15.28,52.44,2.16,1.16,Rich,0,Swimming Pool,0.0,195.42,0,24,12,2,0,2008,0,0,3,3.0,4.0
24/12/2008 08,5,2BHK,23.32,52.74,2.3,1.44,Upper Middle,1,Unknown,0.0,274.07,8,24,12,2,0,2008,0,1,1,2.0,0.0
25/12/2008 00,2,Studio,34.31,40.07,1.16,1.38,Low,0,Unknown,1.0,126.38,0,25,12,3,0,2008,0,0,6,0.0,0.0
25/12/2008 16,3,2BHK,34.79,39.47,1.71,0.87,Middle,1,Swimming Pool,0.0,175.02,16,25,12,3,0,2008,0,1,1,1.0,4.0
26/12/2008 00,2,1BHK,17.28,52.69,1.73,1.39,Middle,0,Fountain,0.0,128.64,0,26,12,4,0,2008,0,0,0,1.0,2.0
26/12/2008 08,3,2BHK,19.71,51.77,1.52,0.93,Middle,1,Swimming Pool,1.0,178.26,8,26,12,4,0,2008,0,1,1,1.0,4.0
26/12/2008 16,5,Bungalow,20.25,54.4,2.18,1.0,Upper Middle,0,Unknown,1.0,177.0,16,26,12,4,0,2008,0,1,3,2.0,0.0
27/12/2008 00,1,Studio,18.78,51.71,1.39,1.49,Low,1,Unknown,0.0,89.55,0,27,12,5,1,2008,0,0,6,0.0,0.0
27/12/2008 08,2,1BHK,24.48,60.46,1.16,1.41,Middle,1,Unknown,0.0,121.09,8,27,12,5,1,2008,0,1,0,1.0,0.0
27/12/2008 16,2,Studio,24.6,50.0,1.71,1.46,Low,1,Unknown,0.0,117.99,16,27,12,5,1,2008,0,1,6,0.0,0.0
28/12/2008 00,2,Cottage,11.61,38.54,1.37,1.18,Middle,1,Garden,0.0,121.56,0,28,12,6,1,2008,0,0,4,1.0,1.0
28/12/2008 08,5,Bungalow,31.87,44.71,2.71,1.18,Upper Middle,0,Swimming Pool,0.0,266.89,8,28,12,6,1,2008,0,1,3,2.0,4.0
28/12/2008 16,3,Bungalow,11.66,46.41,2.76,1.0,Upper Middle,1,Swimming Pool,0.0,167.4,16,28,12,6,1,2008,0,1,3,2.0,4.0
29/12/2008 00,2,1BHK,18.42,56.79,1.44,1.25,Middle,0,Garden,0.0,100.23,0,29,12,0,0,2008,0,0,0,1.0,1.0
29/12/2008 08,3,Cottage,19.71,78.88,1.43,1.11,Middle,0,Garden,0.0,93.48,8,29,12,0,0,2008,0,1,4,1.0,1.0
29/12/2008 16,4,2BHK,10.65,47.09,1.54,1.11,Middle,1,Unknown,0.0,161.09,16,29,12,0,0,2008,0,1,1,1.0,0.0
30/12/2008 00,4,2BHK,11.08,68.22,1.51,1.21,Middle,0,Unknown,0.0,126.83,0,30,12,1,0,2008,0,0,1,1.0,0.0
30/12/2008 08,5,3BHK,13.61,38.69,1.79,1.22,Rich,0,Fountain,0.0,308.13,8,30,12,1,0,2008,0,1,2,3.0,2.0
30/12/2008 16,3,Bungalow,23.59,52.31,2.89,1.28,Upper Middle,1,Jacuzzi,0.0,216.32,16,30,12,1,0,2008,0,1,3,2.0,3.0
31/12/2008 00,3,Cottage,34.17,35.35,1.47,1.17,Middle,0,Garden,0.0,148.94,0,31,12,2,0,2008,0,0,4,1.0,1.0
31/12/2008 08,2,1BHK,20.83,54.96,1.4,1.48,Middle,1,Jacuzzi,0.0,161.68,8,31,12,2,0,2008,0,1,0,1.0,3.0
31/12/2008 16,2,Cottage,34.98,48.76,1.12,1.09,Middle,0,Garden,1.0,123.6,16,31,12,2,0,2008,0,1,4,1.0,1.0
01/01/2009 00,4,3BHK,22.82,47.56,1.75,1.37,Upper Middle,0,Unknown,0.0,184.2,0,1,1,3,0,2009,0,0,2,2.0,0.0
01/01/2009 08,4,Bungalow,34.6,59.68,2.94,0.84,Upper Middle,1,Unknown,0.0,139.34,8,1,1,3,0,2009,0,1,3,2.0,0.0
01/01/2009 16,3,2BHK,34.08,41.29,1.77,1.01,Upper Middle,1,Jacuzzi,0.0,210.84,16,1,1,3,0,2009,0,1,1,2.0,3.0
02/01/2009 00,2,Cottage,30.65,55.46,1.03,0.83,Middle,1,Unknown,0.0,87.09,0,2,1,4,0,2009,0,0,4,1.0,0.0
02/01/2009 08,4,3BHK,16.06,51.2,2.57,1.29,Upper Middle,0,Fountain,0.0,216.75,8,2,1,4,0,2009,0,1,2,2.0,2.0
02/01/2009 16,2,1BHK,26.02,45.38,1.7601349325337332,1.17,Low,0,Unknown,0.0,92.27,16,2,1,4,0,2009,0,1,0,0.0,0.0
03/01/2009 00,5,2BHK,30.18,53.39,1.07,0.82,Middle,1,Unknown,0.0,157.79,0,3,1,5,1,2009,0,0,1,1.0,0.0
03/01/2009 08,3,1BHK,18.37,61.65,1.43,1.46,Middle,0,Fountain,0.0,157.87,8,3,1,5,1,2009,0,1,0,1.0,2.0
03/01/2009 16,5,2BHK,34.03,49.21,2.63,1.02,Upper Middle,0,Swimming Pool,0.0,228.85,16,3,1,5,1,2009,0,1,1,2.0,4.0
04/01/2009 00,1,Studio,10.79,60.66,1.17,1.38,Low,0,Unknown,1.0,70.62,0,4,1,6,1,2009,0,0,6,0.0,0.0
04/01/2009 08,5,Bungalow,10.58,47.51,2.9,1.34,Upper Middle,1,Fountain,1.0,315.93,8,4,1,6,1,2009,0,1,3,2.0,2.0
04/01/2009 16,3,Cottage,22.79,53.34,1.03,1.22,Middle,0,Unknown,0.0,123.96,16,4,1,6,1,2009,0,1,4,1.0,0.0
05/01/2009 00,3,Cottage,14.02,38.81,1.43,1.39,Middle,0,Swimming Pool,0.0,182.77,0,5,1,0,0,2009,0,0,4,1.0,4.0
05/01/2009 08,2,Cottage,23.73,50.81,1.13,1.02,Middle,0,Unknown,0.0,85.96,8,5,1,0,0,2009,0,1,4,1.0,0.0
05/01/2009 16,2,1BHK,24.22,54.23,1.06,1.44,Low,1,Garden,0.0,135.62,16,5,1,0,0,2009,0,1,0,0.0,1.0
06/01/2009 00,5,Bungalow,10.89,64.2,2.77,1.38,Rich,0,Swimming Pool,0.0,270.7,0,6,1,1,0,2009,0,0,3,3.0,4.0
06/01/2009 08,2,1BHK,17.81,43.59,1.51,0.9,Low,1,Unknown,0.0,80.34,8,6,1,1,0,2009,0,1,0,0.0,0.0
06/01/2009 16,3,1BHK,28.52,72.22,1.58,1.1,Middle,0,Swimming Pool,0.0,128.1,16,6,1,1,0,2009,0,1,0,1.0,4.0
07/01/2009 00,3,3BHK,26.77,54.58,1.54,1.04,Upper Middle,0,Swimming Pool,0.0,180.69,0,7,1,2,0,2009,0,0,2,2.0,4.0
07/01/2009 08,2,Studio,28.39,71.33,1.18,0.77,Low,0,Unknown,0.0,85.5,8,7,1,2,0,2009,0,1,6,0.0,0.0
07/01/2009 16,5,Detached,17.1,42.41,1.63,1.07,Rich,0,Swimming Pool,0.0,298.02,16,7,1,2,0,2009,0,1,5,3.0,4.0
08/01/2009 00,3,2BHK,32.67,23.67,2.12,1.46,Upper Middle,0,Unknown,0.0,219.87,0,8,1,3,0,2009,0,0,1,2.0,0.0
08/01/2009 08,3,1BHK,14.85,60.2,1.03,0.91,Middle,1,Jacuzzi,0.0,123.38,8,8,1,3,0,2009,0,1,0,1.0,3.0
08/01/2009 16,2,1BHK,24.93,48.48,1.73,1.2,Middle,0,Swimming Pool,0.0,118.11,16,8,1,3,0,2009,0,1,0,1.0,4.0
09/01/2009 00,3,1BHK,24.61,42.66,1.15,0.82,Low,0,Unknown,0.0,74.78,0,9,1,4,0,2009,0,0,0,0.0,0.0
09/01/2009 08,2,Studio,34.42,44.04,1.68,1.14,Low,0,Garden,0.0,91.0,8,9,1,4,0,2009,0,1,6,0.0,1.0
09/01/2009 16,4,3BHK,17.27,41.13,2.29,1.39,Upper Middle,0,Garden,0.0,224.26,16,9,1,4,0,2009,0,1,2,2.0,1.0
10/01/2009 00,2,1BHK,30.31,54.91,1.36,1.02,Middle,1,Garden,0.0,109.65,0,10,1,5,1,2009,0,0,0,1.0,1.0
10/01/2009 08,4,2BHK,18.78,62.72,1.65,1.14,Upper Middle,0,Unknown,0.0,145.27,8,10,1,5,1,2009,0,1,1,2.0,0.0
10/01/2009 16,5,3BHK,24.94,43.84,2.5,1.05,Rich,0,Fountain,0.0,273.07,16,10,1,5,1,2009,0,1,2,3.0,2.0
11/01/2009 00,3,2BHK,29.37,63.88,1.73,1.46,Middle,0,Unknown,0.0,154.07,0,11,1,6,1,2009,0,0,1,1.0,0.0
11/01/2009 08,5,Bungalow,29.41,47.59,2.92,1.11,Rich,0,Unknown,1.0,250.73,8,11,1,6,1,2009,0,1,3,3.0,0.0
11/01/2009 16,2,1BHK,13.63,60.97,1.43,1.43,Middle,0,Swimming Pool,1.0,152.23,16,11,1,6,1,2009,0,1,0,1.0,4.0
12/01/2009 00,3,1BHK,22.0,67.15,1.27,0.81,Middle,1,Unknown,0.0,87.71,0,12,1,0,0,2009,0,0,0,1.0,0.0
12/01/2009 08,5,Bungalow,22.98,67.09,1.57,1.41,Rich,1,Swimming Pool,0.0,383.3,8,12,1,0,0,2009,0,1,3,3.0,4.0
12/01/2009 16,2,Studio,34.29,44.14,1.49,1.23,Low,0,Unknown,0.0,93.74,16,12,1,0,0,2009,0,1,6,0.0,0.0
13/01/2009 00,3,1BHK,11.54,47.59,1.29,1.45,Low,0,Swimming Pool,1.0,183.94,0,13,1,1,0,2009,0,0,0,0.0,4.0
13/01/2009 08,4,2BHK,13.48,56.55,1.27,1.2,Middle,0,Swimming Pool,0.0,183.53,8,13,1,1,0,2009,0,1,1,1.0,4.0
13/01/2009 16,4,Bungalow,30.49,33.41,2.41,1.46,Rich,0,Fountain,1.0,388.28,16,13,1,1,0,2009,0,1,3,3.0,2.0
14/01/2009 00,1,Studio,32.42,43.96,1.23,1.2,Low,0,Unknown,0.0,71.53,0,14,1,2,0,2009,0,0,6,0.0,0.0
14/01/2009 08,4,3BHK,10.27,51.57,2.88,1.04,Rich,0,Jacuzzi,0.0,200.26,8,14,1,2,0,2009,0,1,2,3.0,3.0
14/01/2009 16,2,1BHK,29.9,35.48,1.35,1.22,Middle,1,Unknown,0.0,141.54,16,14,1,2,0,2009,0,1,0,1.0,0.0
15/01/2009 00,4,Bungalow,33.76,64.35,1.78,0.93,Upper Middle,0,Swimming Pool,0.0,169.29,0,15,1,3,0,2009,0,0,3,2.0,4.0
15/01/2009 08,4,Bungalow,24.67,45.89,2.68,1.3,Upper Middle,0,Swimming Pool,0.0,240.9,8,15,1,3,0,2009,0,1,3,2.0,4.0
15/01/2009 16,5,2BHK,32.84,47.42,1.76,1.4,Middle,1,Garden,0.0,291.9,16,15,1,3,0,2009,0,1,1,1.0,1.0
16/01/2009 00,3,2BHK,30.91,65.13,2.74,1.02,Upper Middle,0,Swimming Pool,1.0,167.63,0,16,1,4,0,2009,0,0,1,2.0,4.0
16/01/2009 08,2,1BHK,24.89,42.94,1.2,0.81,Low,0,Unknown,0.0,65.54,8,16,1,4,0,2009,0,1,0,0.0,0.0
16/01/2009 16,3,Bungalow,15.51,50.96,1.63,1.36,Upper Middle,0,Swimming Pool,0.0,201.25,16,16,1,4,0,2009,0,1,3,2.0,4.0
17/01/2009 00,3,Cottage,17.94,49.31,1.03,1.44,Middle,0,Garden,1.0,174.54,0,17,1,5,1,2009,0,0,4,1.0,1.0
17/01/2009 08,4,Detached,24.57,49.52,2.3,0.98,Rich,1,Unknown,0.0,213.63,8,17,1,5,1,2009,0,1,5,3.0,0.0
17/01/2009 16,4,2BHK,11.42,51.13,1.25,1.21,Middle,1,Garden,0.0,182.96,16,17,1,5,1,2009,0,1,1,1.0,1.0
18/01/2009 00,3,Cottage,31.01,58.76,1.57,0.94,Middle,0,Jacuzzi,0.0,119.46,0,18,1,6,1,2009,0,0,4,1.0,3.0
18/01/2009 08,3,1BHK,27.58,38.82,1.56,0.99,Low,0,Unknown,1.0,115.36,8,18,1,6,1,2009,0,1,0,0.0,0.0
18/01/2009 16,3,3BHK,24.91,69.54,2.9,1.02,Upper Middle,1,Swimming Pool,0.0,175.14,16,18,1,6,1,2009,0,1,2,2.0,4.0
19/01/2009 00,2,1BHK,12.36,59.81,1.72,1.07,Middle,0,Swimming Pool,1.0,112.56,0,19,1,0,0,2009,0,0,0,1.0,4.0
19/01/2009 08,2,1BHK,26.08,54.27,1.07,1.23,Middle,0,Unknown,0.0,103.79,8,19,1,0,0,2009,0,1,0,1.0,0.0
